"movie.name","movie.cast","movie.link","year","votes","rating"
"Mad Max: Fury Road","George Miller (dir.), Tom Hardy, Charlize Theron","http://www.imdb.com/title/tt1392190/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_206",2015,"772825",8.1
"Rush","Ron Howard (dir.), Daniel Brühl, Chris Hemsworth","http://www.imdb.com/title/tt1979320/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_207",2013,"389076",8.1
"Hachi: A Dog's Tale","Lasse Hallström (dir.), Richard Gere, Joan Allen","http://www.imdb.com/title/tt1028532/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_208",2009,"221321",8.1
"Andrei Rublev","Andrei Tarkovsky (dir.), Anatoliy Solonitsyn, Ivan Lapikov","http://www.imdb.com/title/tt0060107/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_209",1966,"38385",8.1
"Les quatre cents coups","François Truffaut (dir.), Jean-Pierre Léaud, Albert Rémy","http://www.imdb.com/title/tt0053198/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_210",1959,"91619",8.1
"Logan","James Mangold (dir.), Hugh Jackman, Patrick Stewart","http://www.imdb.com/title/tt3315342/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_211",2017,"549098",8.1
"La passion de Jeanne d'Arc","Carl Theodor Dreyer (dir.), Maria Falconetti, Eugene Silvain","http://www.imdb.com/title/tt0019254/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_212",1928,"40284",8.1
"Spotlight","Tom McCarthy (dir.), Mark Ruffalo, Michael Keaton","http://www.imdb.com/title/tt1895587/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_213",2015,"361146",8.1
"Catch Me If You Can","Steven Spielberg (dir.), Leonardo DiCaprio, Tom Hanks","http://www.imdb.com/title/tt0264464/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_214",2002,"711558",8.1
"Amores perros","Alejandro G. Iñárritu (dir.), Emilio Echevarría, Gael García Bernal","http://www.imdb.com/title/tt0245712/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_215",2000,"206008",8.1
"Harry Potter and the Deathly Hallows: Part 2","David Yates (dir.), Daniel Radcliffe, Emma Watson","http://www.imdb.com/title/tt1201607/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_216",2011,"686036",8.1
"Kaze no tani no Naushika","Hayao Miyazaki (dir.), Sumi Shimamoto, Mahito Tsujimura","http://www.imdb.com/title/tt0087544/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_217",1984,"127153",8
"The Princess Bride","Rob Reiner (dir.), Cary Elwes, Mandy Patinkin","http://www.imdb.com/title/tt0093779/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_218",1987,"356029",8
"Rocky","John G. Avildsen (dir.), Sylvester Stallone, Talia Shire","http://www.imdb.com/title/tt0075148/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_219",1976,"469112",8
"Butch Cassidy and the Sundance Kid","George Roy Hill (dir.), Paul Newman, Robert Redford","http://www.imdb.com/title/tt0064115/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_220",1969,"186170",8
"Barry Lyndon","Stanley Kubrick (dir.), Ryan O'Neal, Marisa Berenson","http://www.imdb.com/title/tt0072684/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_221",1975,"131263",8
"Rang De Basanti","Rakeysh Omprakash Mehra (dir.), Aamir Khan, Soha Ali Khan","http://www.imdb.com/title/tt0405508/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_222",2006,"99855",8
"Monsters, Inc.","Pete Docter (dir.), Billy Crystal, John Goodman","http://www.imdb.com/title/tt0198781/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_223",2001,"733148",8
"The Grapes of Wrath","John Ford (dir.), Henry Fonda, Jane Darwell","http://www.imdb.com/title/tt0032551/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_224",1940,"80391",8
"Dead Poets Society","Peter Weir (dir.), Robin Williams, Robert Sean Leonard","http://www.imdb.com/title/tt0097165/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_225",1989,"365580",8
"Da hong deng long gao gao gua","Yimou Zhang (dir.), Li Gong, Jingwu Ma","http://www.imdb.com/title/tt0101640/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_226",1991,"25186",8
"The Maltese Falcon","John Huston (dir.), Humphrey Bogart, Mary Astor","http://www.imdb.com/title/tt0033870/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_227",1941,"139657",8
"The Terminator","James Cameron (dir.), Arnold Schwarzenegger, Linda Hamilton","http://www.imdb.com/title/tt0088247/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_228",1984,"724176",8
"Gandhi","Richard Attenborough (dir.), Ben Kingsley, John Gielgud","http://www.imdb.com/title/tt0083987/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_229",1982,"206225",8
"Donnie Darko","Richard Kelly (dir.), Jake Gyllenhaal, Jena Malone","http://www.imdb.com/title/tt0246578/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_230",2001,"694017",8
"Ah-ga-ssi","Chan-wook Park (dir.), Min-hee Kim, Jung-woo Ha","http://www.imdb.com/title/tt4016934/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_231",2016,"76986",8
"La haine","Mathieu Kassovitz (dir.), Vincent Cassel, Hubert Koundé","http://www.imdb.com/title/tt0113247/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_232",1995,"131024",8
"Faa yeung nin wa","Kar-Wai Wong (dir.), Tony Chiu-Wai Leung, Maggie Cheung","http://www.imdb.com/title/tt0118694/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_233",2000,"104699",8
"Les diaboliques","Henri-Georges Clouzot (dir.), Simone Signoret, Véra Clouzot","http://www.imdb.com/title/tt0046911/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_234",1955,"56176",8
"Groundhog Day","Harold Ramis (dir.), Bill Murray, Andie MacDowell","http://www.imdb.com/title/tt0107048/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_235",1993,"538008",8
"The Wizard of Oz","Victor Fleming (dir.), Judy Garland, Frank Morgan","http://www.imdb.com/title/tt0032138/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_236",1939,"350055",8
"The Help","Tate Taylor (dir.), Emma Stone, Viola Davis","http://www.imdb.com/title/tt1454029/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_237",2011,"390271",8
"Jaws","Steven Spielberg (dir.), Roy Scheider, Robert Shaw","http://www.imdb.com/title/tt0073195/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_238",1975,"506773",8
"Before Sunset","Richard Linklater (dir.), Ethan Hawke, Julie Delpy","http://www.imdb.com/title/tt0381681/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_239",2004,"206471",8
"Guardians of the Galaxy","James Gunn (dir.), Chris Pratt, Vin Diesel","http://www.imdb.com/title/tt2015381/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_240",2014,"931581",8
"Le notti di Cabiria","Federico Fellini (dir.), Giulietta Masina, François Périer","http://www.imdb.com/title/tt0050783/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_241",1957,"38461",8
"Paris, Texas","Wim Wenders (dir.), Harry Dean Stanton, Nastassja Kinski","http://www.imdb.com/title/tt0087884/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_242",1984,"73823",8
"Tenkû no shiro Rapyuta","Hayao Miyazaki (dir.), Anna Paquin, James Van Der Beek","http://www.imdb.com/title/tt0092067/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_243",1986,"126676",8
"Pirates of the Caribbean: The Curse of the Black Pearl","Gore Verbinski (dir.), Johnny Depp, Geoffrey Rush","http://www.imdb.com/title/tt0325980/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_244",2003,"958595",8
"Beauty and the Beast","Gary Trousdale (dir.), Paige O'Hara, Robby Benson","http://www.imdb.com/title/tt0101414/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_245",1991,"386430",8
"The Best Years of Our Lives","William Wyler (dir.), Myrna Loy, Dana Andrews","http://www.imdb.com/title/tt0036868/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_246",1946,"52994",8
"The Exorcist","William Friedkin (dir.), Ellen Burstyn, Max von Sydow","http://www.imdb.com/title/tt0070047/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_247",1973,"330644",8
"Trois couleurs: Rouge","Krzysztof Kieslowski (dir.), Irène Jacob, Jean-Louis Trintignant","http://www.imdb.com/title/tt0111495/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_248",1994,"79404",8
"Lagaan: Once Upon a Time in India","Ashutosh Gowariker (dir.), Aamir Khan, Raghuvir Yadav","http://www.imdb.com/title/tt0169102/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_249",2001,"92172",8
"Dog Day Afternoon","Sidney Lumet (dir.), Al Pacino, John Cazale","http://www.imdb.com/title/tt0072890/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=R89VPNE1JV1285T28VW2&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_250",1975,"216948",8
